ID_OFERTA,NUM_RESERVAS,ID_HOSTAL,ID_HOTEL,ID_VIVIENDAU,ID_PERSONA,VIGENTE
2023,0,,32,NULL,NULL,NULL,F
2024,0,,NULL,54,NULL,NULL,T
2025,0,,48,NULL,NULL,NULL,T
2026,0,,17,NULL,NULL,NULL,T
2027,0,,78,NULL,NULL,NULL,F
2028,0,,NULL,NULL,NULL,,275T
2029,0,,15,NULL,NULL,NULL,T
2030,0,,NULL,28,NULL,NULL,F
2031,0,,2,NULL,NULL,NULL,F
2032,0,,47,NULL,NULL,NULL,T
2033,0,F
2034,0,,46,NULL,NULL,NULL,T
2035,0,,67,NULL,NULL,NULL,T
2036,0,,19,NULL,NULL,NULL,F
2037,0,,NULL,NULL,NULL,,173F
2038,0,,36,NULL,NULL,NULL,T
2039,0,,53,NULL,NULL,NULL,T
2040,0,T
2041,0,,NULL,NULL,382,NULL,F
2042,0,T
2043,0,,NULL,53,NULL,NULL,T
2044,0,,NULL,NULL,276,NULL,T
2045,0,,NULL,NULL,NULL,,106T
2046,0,F
2047,0,,NULL,NULL,170,NULL,T
2048,0,,51,NULL,NULL,NULL,T
2049,0,,34,NULL,NULL,NULL,F
2050,0,,NULL,NULL,243,NULL,T
2051,0,,54,NULL,NULL,NULL,T
2052,0,,NULL,27,NULL,NULL,F
2053,0,,NULL,NULL,340,NULL,F
2054,0,,7,NULL,NULL,NULL,F
2055,0,,21,NULL,NULL,NULL,T
2056,0,,1,NULL,NULL,NULL,T
2057,0,,NULL,52,NULL,NULL,F
2058,0,,80,NULL,NULL,NULL,T
2059,0,,NULL,NULL,170,NULL,T
2060,0,,13,NULL,NULL,NULL,T
2061,0,,NULL,NULL,379,NULL,T
2062,0,,NULL,40,NULL,NULL,T
2063,0,,NULL,3,NULL,NULL,F
2064,0,T
2065,0,,43,NULL,NULL,NULL,T
2066,0,,1,NULL,NULL,NULL,F
2067,0,,12,NULL,NULL,NULL,F
2068,0,,59,NULL,NULL,NULL,F
2069,0,,NULL,41,NULL,NULL,F
2070,0,,NULL,NULL,309,NULL,F
2071,0,,79,NULL,NULL,NULL,T
2072,0,,43,NULL,NULL,NULL,F
2073,0,,63,NULL,NULL,NULL,T
2074,0,,NULL,0,NULL,NULL,T
2075,0,,NULL,10,NULL,NULL,T
2076,0,,NULL,11,NULL,NULL,F
2077,0,F
2078,0,,NULL,7,NULL,NULL,T
2079,0,,NULL,NULL,35,NULL,F
2080,0,,9,NULL,NULL,NULL,F
2081,0,,43,NULL,NULL,NULL,T
2082,0,,54,NULL,NULL,NULL,T
2083,0,,74,NULL,NULL,NULL,T
2084,0,,16,NULL,NULL,NULL,T
2085,0,,1,NULL,NULL,NULL,F
2086,0,,1,NULL,NULL,NULL,T
2087,0,,63,NULL,NULL,NULL,T
2088,0,,17,NULL,NULL,NULL,T
2089,0,,33,NULL,NULL,NULL,T
2090,0,,NULL,56,NULL,NULL,T
2091,0,,NULL,31,NULL,NULL,T
2092,0,,NULL,57,NULL,NULL,T
2093,0,,17,NULL,NULL,NULL,F
2094,0,,7,NULL,NULL,NULL,T
2095,0,,24,NULL,NULL,NULL,T
2096,0,,NULL,40,NULL,NULL,T
2097,0,,50,NULL,NULL,NULL,T
2098,0,,NULL,59,NULL,NULL,F
2099,0,,67,NULL,NULL,NULL,F
2100,0,,25,NULL,NULL,NULL,F
2101,0,,NULL,8,NULL,NULL,T
2102,0,,31,NULL,NULL,NULL,T
2103,0,,NULL,10,NULL,NULL,T
2104,0,,12,NULL,NULL,NULL,F
2105,0,,NULL,NULL,274,NULL,T
2106,0,,NULL,5,NULL,NULL,F
2107,0,,NULL,22,NULL,NULL,T
2108,0,,76,NULL,NULL,NULL,T
2109,0,,37,NULL,NULL,NULL,F
2110,0,,76,NULL,NULL,NULL,F
2111,0,,62,NULL,NULL,NULL,T
2112,0,,NULL,3,NULL,NULL,T
2113,0,,52,NULL,NULL,NULL,F
2114,0,,32,NULL,NULL,NULL,T
2115,0,,25,NULL,NULL,NULL,F
2116,0,,54,NULL,NULL,NULL,F
2117,0,,NULL,38,NULL,NULL,F
2118,0,,33,NULL,NULL,NULL,F
2119,0,,58,NULL,NULL,NULL,T
2120,0,,70,NULL,NULL,NULL,T
2121,0,,36,NULL,NULL,NULL,F
2122,0,,33,NULL,NULL,NULL,F
2123,0,,13,NULL,NULL,NULL,T
2124,0,,NULL,3,NULL,NULL,T
2125,0,,NULL,8,NULL,NULL,T
2126,0,,NULL,NULL,273,NULL,T
2127,0,,19,NULL,NULL,NULL,T
2128,0,,NULL,NULL,NULL,,302F
2129,0,,71,NULL,NULL,NULL,T
2130,0,,61,NULL,NULL,NULL,F
2131,0,,51,NULL,NULL,NULL,T
2132,0,,NULL,17,NULL,NULL,F
2133,0,,NULL,NULL,68,NULL,T
2134,0,,47,NULL,NULL,NULL,F
2135,0,,24,NULL,NULL,NULL,T
2136,0,,67,NULL,NULL,NULL,F
2137,0,,23,NULL,NULL,NULL,T
2138,0,,21,NULL,NULL,NULL,T
2139,0,,51,NULL,NULL,NULL,T
2140,0,,56,NULL,NULL,NULL,T
2141,0,,NULL,NULL,19,NULL,F
2142,0,,27,NULL,NULL,NULL,T
2143,0,,NULL,NULL,122,NULL,T
2144,0,,NULL,28,NULL,NULL,T
2145,0,,NULL,22,NULL,NULL,F
2146,0,,48,NULL,NULL,NULL,T
2147,0,,51,NULL,NULL,NULL,T
2148,0,,NULL,NULL,208,NULL,T
2149,0,,NULL,29,NULL,NULL,F
2150,0,,69,NULL,NULL,NULL,T
2151,0,,NULL,NULL,300,NULL,F
2152,0,,NULL,NULL,NULL,,382F
2153,0,T
2154,0,,56,NULL,NULL,NULL,T
2155,0,,NULL,NULL,283,NULL,T
2156,0,,NULL,NULL,290,NULL,F
2157,0,,46,NULL,NULL,NULL,F
2158,0,,35,NULL,NULL,NULL,F
2159,0,,NULL,NULL,NULL,,218F
2160,0,,35,NULL,NULL,NULL,F
2161,0,,8,NULL,NULL,NULL,T
2162,0,,NULL,20,NULL,NULL,T
2163,0,,69,NULL,NULL,NULL,F
2164,0,,59,NULL,NULL,NULL,F
2165,0,,56,NULL,NULL,NULL,T
2166,0,,NULL,NULL,27,NULL,F
2167,0,,70,NULL,NULL,NULL,F
2168,0,,36,NULL,NULL,NULL,T
2169,0,,4,NULL,NULL,NULL,F
2170,0,,NULL,34,NULL,NULL,F
2171,0,,35,NULL,NULL,NULL,T
2172,0,F
2173,0,,NULL,NULL,97,NULL,F
2174,0,F
2175,0,,NULL,20,NULL,NULL,T
2176,0,T
2177,0,,79,NULL,NULL,NULL,F
2178,0,,31,NULL,NULL,NULL,F
2179,0,,24,NULL,NULL,NULL,T
2180,0,,78,NULL,NULL,NULL,F
2181,0,,NULL,NULL,245,NULL,F
2182,0,,NULL,NULL,NULL,,340T
2183,0,,NULL,57,NULL,NULL,F
2184,0,,50,NULL,NULL,NULL,T
2185,0,,NULL,16,NULL,NULL,F
2186,0,,NULL,NULL,217,NULL,T
2187,0,,NULL,NULL,380,NULL,F
2188,0,,NULL,0,NULL,NULL,F
2189,0,,8,NULL,NULL,NULL,F
2190,0,T
2191,0,,NULL,0,NULL,NULL,F
2192,0,,42,NULL,NULL,NULL,T
2193,0,,NULL,57,NULL,NULL,T
2194,0,,NULL,NULL,178,NULL,T
2195,0,,76,NULL,NULL,NULL,T
2196,0,,67,NULL,NULL,NULL,T
2197,0,,43,NULL,NULL,NULL,F
2198,0,,NULL,20,NULL,NULL,T
2199,0,,NULL,55,NULL,NULL,F
2200,0,,79,NULL,NULL,NULL,T
2201,0,,NULL,NULL,204,NULL,F
2202,0,,78,NULL,NULL,NULL,T
2203,0,,38,NULL,NULL,NULL,T
2204,0,,55,NULL,NULL,NULL,T
2205,0,,NULL,NULL,117,NULL,F
2206,0,,61,NULL,NULL,NULL,F
2207,0,,NULL,NULL,344,NULL,T
2208,0,,NULL,50,NULL,NULL,F
2209,0,,12,NULL,NULL,NULL,F
2210,0,,21,NULL,NULL,NULL,T
2211,0,,32,NULL,NULL,NULL,F
2212,0,,58,NULL,NULL,NULL,F
2213,0,,55,NULL,NULL,NULL,T
2214,0,,66,NULL,NULL,NULL,T
2215,0,,77,NULL,NULL,NULL,F
2216,0,,14,NULL,NULL,NULL,T
2217,0,,NULL,NULL,287,NULL,F
2218,0,,68,NULL,NULL,NULL,F
2219,0,,7,NULL,NULL,NULL,T
2220,0,,55,NULL,NULL,NULL,T
2221,0,,8,NULL,NULL,NULL,F
2222,0,,NULL,NULL,354,NULL,F
2223,0,,43,NULL,NULL,NULL,F
2224,0,,72,NULL,NULL,NULL,T
2225,0,,NULL,12,NULL,NULL,T
2226,0,,2,NULL,NULL,NULL,F
2227,0,,NULL,NULL,145,NULL,F
2228,0,,76,NULL,NULL,NULL,T
2229,0,,70,NULL,NULL,NULL,F
2230,0,,74,NULL,NULL,NULL,F
2231,0,T
2232,0,,21,NULL,NULL,NULL,T
2233,0,,NULL,54,NULL,NULL,F
2234,0,,NULL,23,NULL,NULL,T
2235,0,,NULL,NULL,241,NULL,T
2236,0,,1,NULL,NULL,NULL,F
2237,0,,46,NULL,NULL,NULL,F
2238,0,,69,NULL,NULL,NULL,T
2239,0,,NULL,49,NULL,NULL,F
2240,0,,73,NULL,NULL,NULL,T
2241,0,F
2242,0,,71,NULL,NULL,NULL,T
2243,0,,NULL,44,NULL,NULL,F
2244,0,,NULL,NULL,NULL,,363T
2245,0,,14,NULL,NULL,NULL,T
2246,0,,46,NULL,NULL,NULL,F
2247,0,,NULL,NULL,NULL,,62T
2248,0,,40,NULL,NULL,NULL,F
2249,0,F
2250,0,,NULL,18,NULL,NULL,F
2251,0,,22,NULL,NULL,NULL,T
2252,0,,18,NULL,NULL,NULL,T
2253,0,,54,NULL,NULL,NULL,F
2254,0,,62,NULL,NULL,NULL,T
2255,0,,NULL,19,NULL,NULL,F
2256,0,,77,NULL,NULL,NULL,F
2257,0,,21,NULL,NULL,NULL,F
2258,0,,NULL,NULL,143,NULL,T
2259,0,,66,NULL,NULL,NULL,T
2260,0,,2,NULL,NULL,NULL,T
2261,0,,NULL,30,NULL,NULL,F
2262,0,,27,NULL,NULL,NULL,F
2263,0,,80,NULL,NULL,NULL,T
2264,0,,26,NULL,NULL,NULL,T
2265,0,,44,NULL,NULL,NULL,T
2266,0,,NULL,NULL,74,NULL,T
2267,0,,NULL,59,NULL,NULL,T
2268,0,,NULL,21,NULL,NULL,F
2269,0,,47,NULL,NULL,NULL,F
2270,0,,28,NULL,NULL,NULL,T
2271,0,,NULL,47,NULL,NULL,T
2272,0,,10,NULL,NULL,NULL,F
2273,0,,NULL,56,NULL,NULL,T
2274,0,,NULL,48,NULL,NULL,F
2275,0,,71,NULL,NULL,NULL,T
2276,0,,78,NULL,NULL,NULL,F
2277,0,T
2278,0,,NULL,NULL,59,NULL,F
2279,0,,5,NULL,NULL,NULL,T
2280,0,,NULL,34,NULL,NULL,T
2281,0,,76,NULL,NULL,NULL,T
2282,0,,NULL,NULL,133,NULL,F
2283,0,,54,NULL,NULL,NULL,F
2284,0,,37,NULL,NULL,NULL,F
2285,0,,NULL,37,NULL,NULL,T
2286,0,,NULL,NULL,364,NULL,F
2287,0,,NULL,NULL,NULL,,155F
2288,0,,NULL,14,NULL,NULL,F
2289,0,,NULL,58,NULL,NULL,F
2290,0,,64,NULL,NULL,NULL,F
2291,0,,NULL,43,NULL,NULL,T
2292,0,,NULL,4,NULL,NULL,T
2293,0,,74,NULL,NULL,NULL,F
2294,0,,NULL,60,NULL,NULL,F
2295,0,,NULL,NULL,177,NULL,F
2296,0,,77,NULL,NULL,NULL,T
2297,0,,NULL,0,NULL,NULL,T
2298,0,,23,NULL,NULL,NULL,F
2299,0,,NULL,46,NULL,NULL,F
2300,0,,NULL,NULL,172,NULL,T
2301,0,,37,NULL,NULL,NULL,F
2302,0,,56,NULL,NULL,NULL,T
2303,0,,NULL,NULL,NULL,,380F
2304,0,,NULL,NULL,374,NULL,F
2305,0,,NULL,47,NULL,NULL,F
2306,0,,NULL,NULL,252,NULL,F
2307,0,,11,NULL,NULL,NULL,F
2308,0,,NULL,57,NULL,NULL,T
2309,0,,68,NULL,NULL,NULL,F
2310,0,,44,NULL,NULL,NULL,F
2311,0,,12,NULL,NULL,NULL,T
2312,0,,55,NULL,NULL,NULL,T
2313,0,,NULL,NULL,NULL,,286T
2314,0,,NULL,NULL,97,NULL,T
2315,0,,NULL,1,NULL,NULL,F
2316,0,,39,NULL,NULL,NULL,T
2317,0,,NULL,57,NULL,NULL,T
2318,0,,61,NULL,NULL,NULL,T
2319,0,,NULL,NULL,NULL,,26T
2320,0,,NULL,37,NULL,NULL,T
2321,0,,NULL,30,NULL,NULL,F
2322,0,,77,NULL,NULL,NULL,F
2323,0,,NULL,NULL,NULL,,192F
2324,0,,NULL,NULL,216,NULL,T
2325,0,,0,NULL,NULL,NULL,T
2326,0,,35,NULL,NULL,NULL,F
2327,0,,NULL,NULL,129,NULL,T
2328,0,,NULL,NULL,364,NULL,T
2329,0,,NULL,NULL,71,NULL,T
2330,0,,53,NULL,NULL,NULL,F
2331,0,,18,NULL,NULL,NULL,F
2332,0,,7,NULL,NULL,NULL,F
2333,0,,NULL,NULL,187,NULL,T
2334,0,,47,NULL,NULL,NULL,T
2335,0,,NULL,NULL,260,NULL,T
2336,0,,34,NULL,NULL,NULL,T
2337,0,,NULL,22,NULL,NULL,F
2338,0,,NULL,29,NULL,NULL,T
2339,0,,NULL,5,NULL,NULL,F
2340,0,,6,NULL,NULL,NULL,T
2341,0,,NULL,36,NULL,NULL,F
2342,0,,79,NULL,NULL,NULL,F
2343,0,,NULL,34,NULL,NULL,T
2344,0,,NULL,47,NULL,NULL,T
2345,0,,49,NULL,NULL,NULL,F
2346,0,T
2347,0,,72,NULL,NULL,NULL,T
2348,0,,62,NULL,NULL,NULL,T
2349,0,,7,NULL,NULL,NULL,T
2350,0,,46,NULL,NULL,NULL,F
2351,0,,NULL,21,NULL,NULL,T
2352,0,,NULL,60,NULL,NULL,F
2353,0,,NULL,NULL,NULL,,8F
2354,0,,76,NULL,NULL,NULL,F
2355,0,,NULL,40,NULL,NULL,F
2356,0,,17,NULL,NULL,NULL,T
2357,0,,1,NULL,NULL,NULL,T
2358,0,,NULL,NULL,339,NULL,F
2359,0,,22,NULL,NULL,NULL,T
2360,0,,NULL,NULL,383,NULL,F
2361,0,,NULL,NULL,23,NULL,F
2362,0,,28,NULL,NULL,NULL,T
2363,0,,33,NULL,NULL,NULL,T
2364,0,,NULL,51,NULL,NULL,F
2365,0,,NULL,9,NULL,NULL,F
2366,0,,40,NULL,NULL,NULL,F
2367,0,,NULL,NULL,NULL,,359F
2368,0,F
2369,0,,42,NULL,NULL,NULL,F
2370,0,,4,NULL,NULL,NULL,T
2371,0,,28,NULL,NULL,NULL,F
2372,0,,35,NULL,NULL,NULL,T
2373,0,,63,NULL,NULL,NULL,F
2374,0,,NULL,30,NULL,NULL,F
2375,0,,NULL,8,NULL,NULL,T
2376,0,,48,NULL,NULL,NULL,T
2377,0,,0,NULL,NULL,NULL,T
2378,0,,39,NULL,NULL,NULL,T
2379,0,T
2380,0,,NULL,NULL,361,NULL,T
2381,0,,NULL,NULL,81,NULL,F
2382,0,,NULL,NULL,315,NULL,T
2383,0,,3,NULL,NULL,NULL,F
2384,0,,29,NULL,NULL,NULL,F
2385,0,,NULL,42,NULL,NULL,F
2386,0,,9,NULL,NULL,NULL,T
2387,0,,NULL,38,NULL,NULL,T
2388,0,,NULL,16,NULL,NULL,T
2389,0,,NULL,54,NULL,NULL,T
2390,0,,0,NULL,NULL,NULL,T
2391,0,,NULL,40,NULL,NULL,T
2392,0,,NULL,18,NULL,NULL,T
2393,0,,NULL,NULL,294,NULL,T
2394,0,,73,NULL,NULL,NULL,F
2395,0,,59,NULL,NULL,NULL,F
2396,0,F
2397,0,,67,NULL,NULL,NULL,F
2398,0,,NULL,58,NULL,NULL,F
2399,0,F
2400,0,,NULL,7,NULL,NULL,F
2401,0,,79,NULL,NULL,NULL,F
2402,0,,NULL,NULL,47,NULL,F
2403,0,T
2404,0,,78,NULL,NULL,NULL,F
2405,0,,65,NULL,NULL,NULL,T
2406,0,,NULL,40,NULL,NULL,T
2407,0,,NULL,22,NULL,NULL,T
2408,0,T
2409,0,,64,NULL,NULL,NULL,F
2410,0,,14,NULL,NULL,NULL,F
2411,0,,33,NULL,NULL,NULL,T
2412,0,,NULL,45,NULL,NULL,T
2413,0,,NULL,NULL,112,NULL,T
2414,0,,NULL,NULL,NULL,,131T
2415,0,F
2416,0,,5,NULL,NULL,NULL,F
2417,0,,NULL,40,NULL,NULL,T
2418,0,,38,NULL,NULL,NULL,T
2419,0,,NULL,34,NULL,NULL,F
2420,0,,39,NULL,NULL,NULL,T
2421,0,,44,NULL,NULL,NULL,T
2422,0,,3,NULL,NULL,NULL,F
2423,0,,NULL,NULL,132,NULL,F
2424,0,,23,NULL,NULL,NULL,T
2425,0,,5,NULL,NULL,NULL,T
2426,0,,NULL,3,NULL,NULL,F
2427,0,,60,NULL,NULL,NULL,F
2428,0,,NULL,NULL,135,NULL,T
2429,0,,29,NULL,NULL,NULL,F
2430,0,,77,NULL,NULL,NULL,F
2431,0,,17,NULL,NULL,NULL,F
2432,0,,59,NULL,NULL,NULL,F
2433,0,,41,NULL,NULL,NULL,T
2434,0,,19,NULL,NULL,NULL,T
2435,0,,NULL,45,NULL,NULL,F
2436,0,,11,NULL,NULL,NULL,T
2437,0,,NULL,34,NULL,NULL,T
2438,0,,NULL,NULL,28,NULL,F
2439,0,,43,NULL,NULL,NULL,F
2440,0,,NULL,54,NULL,NULL,F
2441,0,,NULL,NULL,282,NULL,T
2442,0,,65,NULL,NULL,NULL,T
2443,0,,42,NULL,NULL,NULL,T
2444,0,,NULL,6,NULL,NULL,T
2445,0,,NULL,50,NULL,NULL,T
2446,0,,NULL,NULL,88,NULL,F
2447,0,,80,NULL,NULL,NULL,T
2448,0,,70,NULL,NULL,NULL,F
2449,0,,29,NULL,NULL,NULL,F
2450,0,,75,NULL,NULL,NULL,T
2451,0,,32,NULL,NULL,NULL,F
2452,0,,NULL,NULL,116,NULL,T
2453,0,,NULL,NULL,NULL,,342F
2454,0,,54,NULL,NULL,NULL,T
2455,0,,32,NULL,NULL,NULL,F
2456,0,,48,NULL,NULL,NULL,F
2457,0,F
2458,0,F
2459,0,,28,NULL,NULL,NULL,T
2460,0,,60,NULL,NULL,NULL,F
2461,0,,67,NULL,NULL,NULL,T
2462,0,,34,NULL,NULL,NULL,T
2463,0,,74,NULL,NULL,NULL,F
2464,0,,50,NULL,NULL,NULL,T
2465,0,,24,NULL,NULL,NULL,F
2466,0,,20,NULL,NULL,NULL,T
2467,0,,43,NULL,NULL,NULL,T
2468,0,,NULL,41,NULL,NULL,F
2469,0,,64,NULL,NULL,NULL,T
2470,0,,NULL,NULL,373,NULL,F
2471,0,,48,NULL,NULL,NULL,F
2472,0,,32,NULL,NULL,NULL,F
2473,0,,NULL,24,NULL,NULL,T
2474,0,,NULL,1,NULL,NULL,T
2475,0,,12,NULL,NULL,NULL,T
2476,0,,14,NULL,NULL,NULL,T
2477,0,F
2478,0,,36,NULL,NULL,NULL,T
2479,0,,7,NULL,NULL,NULL,T
2480,0,,16,NULL,NULL,NULL,F
2481,0,,9,NULL,NULL,NULL,T
2482,0,,NULL,NULL,44,NULL,T
2483,0,,NULL,NULL,NULL,,161F
2484,0,,NULL,NULL,168,NULL,F
2485,0,,NULL,NULL,112,NULL,T
2486,0,,NULL,44,NULL,NULL,F
2487,0,,NULL,58,NULL,NULL,F
2488,0,,42,NULL,NULL,NULL,T
2489,0,,78,NULL,NULL,NULL,F
2490,0,,NULL,9,NULL,NULL,F
2491,0,,67,NULL,NULL,NULL,F
2492,0,,27,NULL,NULL,NULL,F
2493,0,,NULL,12,NULL,NULL,F
2494,0,,NULL,NULL,87,NULL,T
2495,0,,47,NULL,NULL,NULL,T
2496,0,,NULL,1,NULL,NULL,F
2497,0,,77,NULL,NULL,NULL,T
2498,0,,29,NULL,NULL,NULL,F
2499,0,,27,NULL,NULL,NULL,F
2500,0,,17,NULL,NULL,NULL,F
2501,0,,NULL,27,NULL,NULL,F
2502,0,,38,NULL,NULL,NULL,T
2503,0,,78,NULL,NULL,NULL,F
2504,0,,70,NULL,NULL,NULL,T
2505,0,,NULL,NULL,NULL,,322F
2506,0,,NULL,9,NULL,NULL,F
2507,0,,NULL,9,NULL,NULL,T
2508,0,,NULL,NULL,134,NULL,T
2509,0,,NULL,NULL,NULL,,93T
2510,0,,30,NULL,NULL,NULL,T
2511,0,,45,NULL,NULL,NULL,F
2512,0,,76,NULL,NULL,NULL,T
2513,0,,NULL,51,NULL,NULL,F
2514,0,,NULL,4,NULL,NULL,F
2515,0,,NULL,NULL,NULL,,272T
2516,0,,NULL,NULL,NULL,,42T
2517,0,,NULL,52,NULL,NULL,T
2518,0,,1,NULL,NULL,NULL,T
2519,0,,NULL,27,NULL,NULL,F
2520,0,,NULL,3,NULL,NULL,F
2521,0,,52,NULL,NULL,NULL,T
2522,0,,NULL,NULL,9,NULL,T
2523,0,,8,NULL,NULL,NULL,T
2524,0,,73,NULL,NULL,NULL,T
2525,0,,NULL,NULL,NULL,,15T
2526,0,,33,NULL,NULL,NULL,F
2527,0,,74,NULL,NULL,NULL,T
2528,0,,69,NULL,NULL,NULL,F
2529,0,,NULL,NULL,13,NULL,T
2530,0,,NULL,50,NULL,NULL,T
2531,0,,36,NULL,NULL,NULL,T
2532,0,,NULL,28,NULL,NULL,T
2533,0,,68,NULL,NULL,NULL,T
2534,0,,48,NULL,NULL,NULL,T
2535,0,,NULL,NULL,191,NULL,F
2536,0,,NULL,59,NULL,NULL,F
2537,0,T
2538,0,,NULL,NULL,15,NULL,F
2539,0,,NULL,3,NULL,NULL,T
2540,0,,NULL,21,NULL,NULL,T
2541,0,,4,NULL,NULL,NULL,T
2542,0,,64,NULL,NULL,NULL,T
2543,0,,12,NULL,NULL,NULL,F
2544,0,T
2545,0,,32,NULL,NULL,NULL,T
2546,0,,NULL,NULL,140,NULL,T
2547,0,,NULL,33,NULL,NULL,T
2548,0,,NULL,NULL,177,NULL,F
2549,0,,71,NULL,NULL,NULL,F
2550,0,,NULL,49,NULL,NULL,T
2551,0,,NULL,19,NULL,NULL,T
2552,0,,3,NULL,NULL,NULL,F
2553,0,,40,NULL,NULL,NULL,T
2554,0,,18,NULL,NULL,NULL,F
2555,0,,NULL,14,NULL,NULL,T
2556,0,,12,NULL,NULL,NULL,F
2557,0,,NULL,NULL,280,NULL,T
2558,0,,NULL,56,NULL,NULL,T
2559,0,,35,NULL,NULL,NULL,F
2560,0,,59,NULL,NULL,NULL,T
2561,0,,NULL,NULL,112,NULL,F
2562,0,,NULL,34,NULL,NULL,F
2563,0,,20,NULL,NULL,NULL,F
2564,0,,NULL,NULL,185,NULL,F
2565,0,F
2566,0,,77,NULL,NULL,NULL,F
2567,0,,NULL,NULL,57,NULL,T
2568,0,,NULL,NULL,84,NULL,T
2569,0,,12,NULL,NULL,NULL,T
2570,0,,73,NULL,NULL,NULL,T
2571,0,,NULL,NULL,NULL,,279T
2572,0,,NULL,8,NULL,NULL,T
2573,0,,74,NULL,NULL,NULL,F
2574,0,,37,NULL,NULL,NULL,T
2575,0,,27,NULL,NULL,NULL,F
2576,0,,NULL,NULL,NULL,,171F
2577,0,,NULL,NULL,NULL,,384T
2578,0,,75,NULL,NULL,NULL,F
2579,0,,12,NULL,NULL,NULL,T
2580,0,,56,NULL,NULL,NULL,F
2581,0,,NULL,NULL,NULL,,147F
2582,0,,44,NULL,NULL,NULL,T
2583,0,,NULL,21,NULL,NULL,T
2584,0,,NULL,60,NULL,NULL,F
2585,0,,NULL,NULL,343,NULL,T
2586,0,,31,NULL,NULL,NULL,T
2587,0,,NULL,21,NULL,NULL,T
2588,0,,NULL,22,NULL,NULL,F
2589,0,,22,NULL,NULL,NULL,T
2590,0,,45,NULL,NULL,NULL,T
2591,0,,8,NULL,NULL,NULL,F
2592,0,,29,NULL,NULL,NULL,T
2593,0,,NULL,52,NULL,NULL,T
2594,0,,NULL,29,NULL,NULL,T
2595,0,,19,NULL,NULL,NULL,T
2596,0,,24,NULL,NULL,NULL,F
2597,0,,70,NULL,NULL,NULL,T
2598,0,,18,NULL,NULL,NULL,F
2599,0,,NULL,38,NULL,NULL,F
2600,0,,NULL,NULL,23,NULL,T
2601,0,,65,NULL,NULL,NULL,F
2602,0,,42,NULL,NULL,NULL,F
2603,0,,67,NULL,NULL,NULL,T
2604,0,,17,NULL,NULL,NULL,T
2605,0,,NULL,NULL,278,NULL,F
2606,0,,37,NULL,NULL,NULL,F
2607,0,,70,NULL,NULL,NULL,T
2608,0,,31,NULL,NULL,NULL,F
2609,0,,8,NULL,NULL,NULL,T
2610,0,,NULL,NULL,NULL,,310F
2611,0,,77,NULL,NULL,NULL,F
2612,0,,4,NULL,NULL,NULL,F
2613,0,,23,NULL,NULL,NULL,T
2614,0,,64,NULL,NULL,NULL,F
2615,0,,33,NULL,NULL,NULL,T
2616,0,,NULL,19,NULL,NULL,F
2617,0,,NULL,19,NULL,NULL,T
2618,0,,56,NULL,NULL,NULL,F
2619,0,,18,NULL,NULL,NULL,T
2620,0,,32,NULL,NULL,NULL,F
2621,0,,28,NULL,NULL,NULL,F
2622,0,T
2623,0,,NULL,NULL,7,NULL,T
2624,0,,65,NULL,NULL,NULL,T
2625,0,,60,NULL,NULL,NULL,T
2626,0,,NULL,NULL,42,NULL,F
2627,0,,NULL,NULL,142,NULL,T
2628,0,,NULL,NULL,343,NULL,T
2629,0,,NULL,NULL,144,NULL,T
2630,0,,59,NULL,NULL,NULL,F
2631,0,T
2632,0,,NULL,5,NULL,NULL,T
2633,0,,56,NULL,NULL,NULL,F
2634,0,,38,NULL,NULL,NULL,T
2635,0,,49,NULL,NULL,NULL,T
2636,0,,NULL,NULL,56,NULL,F
2637,0,,NULL,NULL,106,NULL,T
2638,0,,NULL,NULL,50,NULL,T
2639,0,,NULL,34,NULL,NULL,T
2640,0,,42,NULL,NULL,NULL,F
2641,0,,NULL,59,NULL,NULL,F
2642,0,,53,NULL,NULL,NULL,F
2643,0,,75,NULL,NULL,NULL,F
2644,0,,39,NULL,NULL,NULL,T
2645,0,,16,NULL,NULL,NULL,F
2646,0,,NULL,NULL,28,NULL,T
2647,0,,59,NULL,NULL,NULL,T
2648,0,,8,NULL,NULL,NULL,F
2649,0,,9,NULL,NULL,NULL,T
2650,0,,NULL,0,NULL,NULL,F
2651,0,,NULL,NULL,352,NULL,F
2652,0,,32,NULL,NULL,NULL,F
2653,0,,NULL,4,NULL,NULL,F
2654,0,,50,NULL,NULL,NULL,F
2655,0,,59,NULL,NULL,NULL,T
2656,0,,NULL,50,NULL,NULL,F
2657,0,,21,NULL,NULL,NULL,F
2658,0,,NULL,2,NULL,NULL,T
2659,0,,NULL,39,NULL,NULL,F
2660,0,F
2661,0,,NULL,NULL,371,NULL,T
2662,0,,NULL,NULL,154,NULL,T
2663,0,,NULL,42,NULL,NULL,T
2664,0,,45,NULL,NULL,NULL,T
2665,0,,22,NULL,NULL,NULL,F
2666,0,,15,NULL,NULL,NULL,T
2667,0,,35,NULL,NULL,NULL,T
2668,0,,45,NULL,NULL,NULL,T
2669,0,,33,NULL,NULL,NULL,T
2670,0,,NULL,27,NULL,NULL,F
2671,0,,77,NULL,NULL,NULL,T
2672,0,,72,NULL,NULL,NULL,T
2673,0,,75,NULL,NULL,NULL,F
2674,0,,NULL,49,NULL,NULL,F
2675,0,T
2676,0,,40,NULL,NULL,NULL,T
2677,0,F
2678,0,,NULL,NULL,198,NULL,F
