ID_VIVIENDA,CARACTERISTICAS_SEGURO,CARACTERISTICAS_VIVIENDA,PRECIO_VIVIENDA,ID_VECINO,CAPACIDAD,UBICACION,TIEMPO_USO,
3808,COVERTURA PARCIAL,GRANDE,691064,3808,2,NORTE,9,
3809,COVERTURA PARCIAL,GRANDE,683979,3809,18,OESTE,32,
3810,COVERTURA PARCIAL,ESPACIOS AMPLIOS,149603,3810,12,OESTE,16,
3811,COVERTURA TOTAL,VISTA A LA MONTAÑA,578931,3811,9,NORTE,26,
3812,COVERTURA TOTAL,ACABADOS EN MADERA,185079,3812,1,ESTE,27,
3813,COVERTURA PARCIAL,ESPACIOS AMPLIOS,265008,3813,2,ESTE,16,
3814,COVERTURA PARCIAL,CERCA AL TRANSPORTE PUBLICO,605652,3814,2,NORTE,14,
3815,COVERTURA PARCIAL,CERCA AL TRANSPORTE PUBLICO,630975,3815,15,ESTE,41,
3816,COVERTURA TOTAL,GRANDE,643248,3816,12,NORTE,33,
3817,COVERTURA PARCIAL,GRANDE,699550,3817,7,ESTE,33,
3818,COVERTURA PARCIAL,GRANDE,196106,3818,4,OESTE,6,
3819,COVERTURA TOTAL,VISTA A LA MONTAÑA,606898,3819,16,ESTE,46,
3820,COVERTURA TOTAL,ACABADOS EN MADERA,167390,3820,12,NORTE,50,
3821,COVERTURA PARCIAL,ACABADOS EN MADERA,490692,3821,9,OESTE,39,
3822,COVERTURA TOTAL,COLONIAL,453334,3822,18,ESTE,40,
3823,COVERTURA TOTAL,CERCA AL TRANSPORTE PUBLICO,445179,3823,8,ESTE,20,
3824,COVERTURA TOTAL,ACABADOS EN MADERA,331243,3824,6,OESTE,9,
3825,COVERTURA TOTAL,GRANDE,290427,3825,16,ESTE,35,
3826,COVERTURA PARCIAL,ACABADOS EN MADERA,317311,3826,12,SUR,45,
3827,COVERTURA TOTAL,ESPACIOS AMPLIOS,401432,3827,7,NORTE,31,
3828,COVERTURA PARCIAL,ESPACIOS AMPLIOS,183136,3828,2,ESTE,24,
3829,COVERTURA TOTAL,VISTA A LA MONTAÑA,149903,3829,10,OESTE,1,
3830,COVERTURA PARCIAL,COLONIAL,259643,3830,5,ESTE,2,
3831,COVERTURA TOTAL,CERCA AL TRANSPORTE PUBLICO,377574,3831,2,NORTE,45,
3832,COVERTURA PARCIAL,ACABADOS EN MADERA,553777,3832,9,NORTE,24,
3833,COVERTURA TOTAL,VISTA A LA MONTAÑA,582117,3833,15,ESTE,15,
3834,COVERTURA PARCIAL,ACABADOS EN MADERA,591055,3834,13,NORTE,8,
3835,COVERTURA PARCIAL,CERCA AL TRANSPORTE PUBLICO,352793,3835,16,OESTE,21,
3836,COVERTURA TOTAL,VISTA A LA MONTAÑA,405482,3836,14,OESTE,13,
3837,COVERTURA PARCIAL,ACABADOS EN MADERA,508542,3837,10,OESTE,5,
3838,COVERTURA TOTAL,ESPACIOS AMPLIOS,378573,3838,1,NORTE,50,
3839,COVERTURA PARCIAL,VISTA A LA MONTAÑA,602897,3839,4,OESTE,1,
3840,COVERTURA TOTAL,ESPACIOS AMPLIOS,110338,3840,9,ESTE,34,
3841,COVERTURA PARCIAL,ACABADOS EN MADERA,113504,3841,13,OESTE,25,
3842,COVERTURA TOTAL,CERCA AL TRANSPORTE PUBLICO,119024,3842,15,SUR,36,
3843,COVERTURA TOTAL,COLONIAL,635093,3843,18,OESTE,20,
3844,COVERTURA PARCIAL,CERCA AL TRANSPORTE PUBLICO,371715,3844,16,SUR,16,
3845,COVERTURA TOTAL,VISTA A LA MONTAÑA,666204,3845,16,NORTE,3,
3846,COVERTURA TOTAL,CERCA AL TRANSPORTE PUBLICO,567774,3846,11,ESTE,44,
3847,COVERTURA PARCIAL,GRANDE,537825,3847,3,ESTE,7,
3848,COVERTURA PARCIAL,VISTA A LA MONTAÑA,281499,3848,18,SUR,32,
3849,COVERTURA PARCIAL,ESPACIOS AMPLIOS,449075,3849,17,ESTE,2,
3850,COVERTURA TOTAL,GRANDE,646082,3850,18,OESTE,4,
3851,COVERTURA TOTAL,VISTA A LA MONTAÑA,535970,3851,4,SUR,6,
3852,COVERTURA PARCIAL,ACABADOS EN MADERA,621386,3852,13,NORTE,39,
3853,COVERTURA TOTAL,VISTA A LA MONTAÑA,383514,3853,4,NORTE,3,
3854,COVERTURA TOTAL,VISTA A LA MONTAÑA,176972,3854,4,SUR,28,
3855,COVERTURA PARCIAL,ESPACIOS AMPLIOS,174154,3855,8,ESTE,24,
3856,COVERTURA PARCIAL,GRANDE,252592,3856,8,ESTE,49,
3857,COVERTURA TOTAL,COLONIAL,623717,3857,10,NORTE,13,
3858,COVERTURA PARCIAL,ESPACIOS AMPLIOS,624527,3858,1,SUR,29,
3859,COVERTURA TOTAL,CERCA AL TRANSPORTE PUBLICO,132358,3859,10,ESTE,2,
3860,COVERTURA TOTAL,COLONIAL,470203,3860,15,SUR,8,
3861,COVERTURA PARCIAL,CERCA AL TRANSPORTE PUBLICO,270152,3861,7,ESTE,28,
3862,COVERTURA TOTAL,CERCA AL TRANSPORTE PUBLICO,311997,3862,10,ESTE,43,
3863,COVERTURA TOTAL,ESPACIOS AMPLIOS,111316,3863,8,SUR,30,
3864,COVERTURA TOTAL,COLONIAL,583922,3864,11,ESTE,44,
3865,COVERTURA PARCIAL,VISTA A LA MONTAÑA,542657,3865,3,ESTE,27,
3866,COVERTURA PARCIAL,GRANDE,158026,3866,15,OESTE,31,
3867,COVERTURA TOTAL,VISTA A LA MONTAÑA,214714,3867,11,NORTE,8,
3868,COVERTURA TOTAL,ACABADOS EN MADERA,694633,3868,9,NORTE,23,
3869,COVERTURA PARCIAL,ESPACIOS AMPLIOS,114970,3869,2,OESTE,43,
3870,COVERTURA TOTAL,ACABADOS EN MADERA,366307,3870,3,ESTE,27,
3871,COVERTURA TOTAL,ACABADOS EN MADERA,242970,3871,7,SUR,49,
3872,COVERTURA TOTAL,VISTA A LA MONTAÑA,557449,3872,14,ESTE,9,
3873,COVERTURA PARCIAL,COLONIAL,530194,3873,18,OESTE,6,
3874,COVERTURA PARCIAL,ESPACIOS AMPLIOS,639250,3874,13,SUR,19,
3875,COVERTURA TOTAL,ACABADOS EN MADERA,395753,3875,3,ESTE,14,
3876,COVERTURA PARCIAL,COLONIAL,404035,3876,2,SUR,8,
3877,COVERTURA PARCIAL,CERCA AL TRANSPORTE PUBLICO,185124,3877,4,OESTE,14,
3878,COVERTURA PARCIAL,VISTA A LA MONTAÑA,228024,3878,1,ESTE,22,
3879,COVERTURA PARCIAL,COLONIAL,387591,3879,7,SUR,50,
3880,COVERTURA TOTAL,CERCA AL TRANSPORTE PUBLICO,562586,3880,8,OESTE,36,
3881,COVERTURA TOTAL,GRANDE,670952,3881,5,ESTE,29,
3882,COVERTURA TOTAL,CERCA AL TRANSPORTE PUBLICO,319214,3882,10,OESTE,17,
3883,COVERTURA PARCIAL,COLONIAL,178096,3883,7,OESTE,31,
3884,COVERTURA TOTAL,GRANDE,598994,3884,3,ESTE,32,
3885,COVERTURA PARCIAL,GRANDE,519582,3885,5,OESTE,42,
3886,COVERTURA PARCIAL,VISTA A LA MONTAÑA,106625,3886,18,OESTE,27,
3887,COVERTURA PARCIAL,CERCA AL TRANSPORTE PUBLICO,571032,3887,10,NORTE,45,
3888,COVERTURA PARCIAL,GRANDE,640577,3888,13,SUR,1,
3889,COVERTURA PARCIAL,ESPACIOS AMPLIOS,649682,3889,5,ESTE,20,
3890,COVERTURA PARCIAL,CERCA AL TRANSPORTE PUBLICO,374865,3890,6,NORTE,2,
3891,COVERTURA PARCIAL,COLONIAL,202525,3891,8,ESTE,18,
3892,COVERTURA PARCIAL,COLONIAL,315000,3892,1,ESTE,27,
3893,COVERTURA TOTAL,ESPACIOS AMPLIOS,123170,3893,6,SUR,40,
3894,COVERTURA TOTAL,ESPACIOS AMPLIOS,542285,3894,3,OESTE,5,
3895,COVERTURA PARCIAL,CERCA AL TRANSPORTE PUBLICO,577501,3895,7,NORTE,45,
3896,COVERTURA PARCIAL,ACABADOS EN MADERA,450838,3896,3,ESTE,16,
3897,COVERTURA PARCIAL,ESPACIOS AMPLIOS,226275,3897,8,NORTE,5,
3898,COVERTURA TOTAL,COLONIAL,462486,3898,14,SUR,19,
3899,COVERTURA TOTAL,ESPACIOS AMPLIOS,589424,3899,11,NORTE,26,
3900,COVERTURA TOTAL,CERCA AL TRANSPORTE PUBLICO,458545,3900,7,OESTE,45,
3901,COVERTURA TOTAL,COLONIAL,436841,3901,15,NORTE,4,
3902,COVERTURA TOTAL,VISTA A LA MONTAÑA,277045,3902,10,ESTE,43,
3903,COVERTURA PARCIAL,COLONIAL,405688,3903,2,ESTE,44,
3904,COVERTURA TOTAL,VISTA A LA MONTAÑA,505130,3904,9,NORTE,11,
3905,COVERTURA PARCIAL,VISTA A LA MONTAÑA,143726,3905,5,ESTE,8,
3906,COVERTURA PARCIAL,ACABADOS EN MADERA,207811,3906,10,OESTE,1,
3907,COVERTURA PARCIAL,VISTA A LA MONTAÑA,281437,3907,9,OESTE,18,
3908,COVERTURA PARCIAL,ESPACIOS AMPLIOS,428565,3908,6,NORTE,16,
3909,COVERTURA TOTAL,VISTA A LA MONTAÑA,539474,3909,18,OESTE,23,
3910,COVERTURA PARCIAL,CERCA AL TRANSPORTE PUBLICO,559005,3910,16,ESTE,30,
3911,COVERTURA TOTAL,CERCA AL TRANSPORTE PUBLICO,177501,3911,3,OESTE,44,
3912,COVERTURA TOTAL,VISTA A LA MONTAÑA,544137,3912,9,SUR,44,
3913,COVERTURA TOTAL,VISTA A LA MONTAÑA,303114,3913,18,OESTE,37,
3914,COVERTURA TOTAL,ACABADOS EN MADERA,152776,3914,12,OESTE,12,
3915,COVERTURA PARCIAL,ACABADOS EN MADERA,606728,3915,6,OESTE,6,
3916,COVERTURA PARCIAL,ESPACIOS AMPLIOS,454162,3916,7,SUR,40,
3917,COVERTURA PARCIAL,VISTA A LA MONTAÑA,550044,3917,12,NORTE,14,
3918,COVERTURA TOTAL,GRANDE,400432,3918,14,OESTE,42,
3919,COVERTURA TOTAL,VISTA A LA MONTAÑA,232913,3919,10,SUR,1,
3920,COVERTURA PARCIAL,COLONIAL,367481,3920,1,ESTE,12,
3921,COVERTURA PARCIAL,VISTA A LA MONTAÑA,313999,3921,12,OESTE,2,
3922,COVERTURA TOTAL,ESPACIOS AMPLIOS,193280,3922,11,SUR,26,
3923,COVERTURA TOTAL,VISTA A LA MONTAÑA,225224,3923,2,SUR,17,
3924,COVERTURA PARCIAL,VISTA A LA MONTAÑA,631348,3924,5,OESTE,18,
3925,COVERTURA PARCIAL,COLONIAL,169896,3925,18,ESTE,19,
3926,COVERTURA PARCIAL,ESPACIOS AMPLIOS,286566,3926,2,OESTE,20,
3927,COVERTURA TOTAL,GRANDE,501420,3927,10,OESTE,4,
3928,COVERTURA TOTAL,GRANDE,181944,3928,9,SUR,14,
3929,COVERTURA PARCIAL,ACABADOS EN MADERA,494551,3929,16,ESTE,26,
3930,COVERTURA TOTAL,COLONIAL,186414,3930,8,ESTE,27,
3931,COVERTURA TOTAL,ESPACIOS AMPLIOS,650150,3931,13,SUR,32,
3932,COVERTURA TOTAL,ESPACIOS AMPLIOS,261151,3932,13,SUR,46,
3933,COVERTURA PARCIAL,ESPACIOS AMPLIOS,688249,3933,14,ESTE,18,
3934,COVERTURA TOTAL,GRANDE,520128,3934,12,NORTE,3,
3935,COVERTURA PARCIAL,VISTA A LA MONTAÑA,188632,3935,15,NORTE,26,
3936,COVERTURA TOTAL,ESPACIOS AMPLIOS,289152,3936,13,NORTE,37,
3937,COVERTURA TOTAL,GRANDE,675774,3937,17,SUR,12,
3938,COVERTURA TOTAL,ESPACIOS AMPLIOS,582528,3938,6,OESTE,10,
3939,COVERTURA PARCIAL,ACABADOS EN MADERA,526428,3939,11,OESTE,40,
3940,COVERTURA TOTAL,COLONIAL,278994,3940,17,SUR,50,
3941,COVERTURA TOTAL,GRANDE,595892,3941,10,ESTE,36,
3942,COVERTURA PARCIAL,COLONIAL,126793,3942,9,NORTE,27,
3943,COVERTURA PARCIAL,VISTA A LA MONTAÑA,590224,3943,12,OESTE,34,
3944,COVERTURA PARCIAL,COLONIAL,633477,3944,1,NORTE,50,
3945,COVERTURA PARCIAL,COLONIAL,554660,3945,11,NORTE,8,
3946,COVERTURA TOTAL,VISTA A LA MONTAÑA,294350,3946,14,ESTE,27,
3947,COVERTURA TOTAL,VISTA A LA MONTAÑA,584726,3947,4,OESTE,26,
3948,COVERTURA TOTAL,GRANDE,675941,3948,12,OESTE,33,
3949,COVERTURA TOTAL,CERCA AL TRANSPORTE PUBLICO,621664,3949,4,SUR,17,
3950,COVERTURA TOTAL,GRANDE,553558,3950,18,SUR,34,
3951,COVERTURA PARCIAL,VISTA A LA MONTAÑA,578146,3951,2,ESTE,30,
3952,COVERTURA PARCIAL,ESPACIOS AMPLIOS,331955,3952,17,SUR,35,
3953,COVERTURA PARCIAL,ACABADOS EN MADERA,302951,3953,13,OESTE,4,
3954,COVERTURA TOTAL,GRANDE,545946,3954,6,SUR,3,
3955,COVERTURA TOTAL,GRANDE,494645,3955,14,SUR,41,
3956,COVERTURA TOTAL,ESPACIOS AMPLIOS,607371,3956,17,SUR,25,
3957,COVERTURA TOTAL,COLONIAL,288551,3957,14,ESTE,9,
3958,COVERTURA PARCIAL,CERCA AL TRANSPORTE PUBLICO,507205,3958,7,ESTE,8,
3959,COVERTURA PARCIAL,GRANDE,497518,3959,13,SUR,48,
3960,COVERTURA TOTAL,COLONIAL,523764,3960,6,ESTE,27,
3961,COVERTURA PARCIAL,ESPACIOS AMPLIOS,505449,3961,6,OESTE,23,
3962,COVERTURA PARCIAL,VISTA A LA MONTAÑA,568655,3962,8,SUR,1,
3963,COVERTURA PARCIAL,ESPACIOS AMPLIOS,117703,3963,2,NORTE,13,
3964,COVERTURA TOTAL,ESPACIOS AMPLIOS,294607,3964,8,ESTE,34,
3965,COVERTURA PARCIAL,GRANDE,125076,3965,10,ESTE,41,
3966,COVERTURA TOTAL,ESPACIOS AMPLIOS,529087,3966,4,NORTE,6,
3967,COVERTURA PARCIAL,COLONIAL,587814,3967,14,OESTE,23,
3968,COVERTURA TOTAL,GRANDE,177063,3968,8,NORTE,50,
3969,COVERTURA TOTAL,ESPACIOS AMPLIOS,641040,3969,13,SUR,47,
3970,COVERTURA TOTAL,CERCA AL TRANSPORTE PUBLICO,145669,3970,5,SUR,46,
3971,COVERTURA PARCIAL,GRANDE,248273,3971,5,NORTE,43,
3972,COVERTURA TOTAL,GRANDE,339993,3972,14,OESTE,26,
3973,COVERTURA TOTAL,GRANDE,360020,3973,4,SUR,9,
3974,COVERTURA TOTAL,COLONIAL,639929,3974,5,NORTE,42,
3975,COVERTURA TOTAL,GRANDE,245260,3975,16,SUR,18,
3976,COVERTURA TOTAL,CERCA AL TRANSPORTE PUBLICO,426792,3976,5,SUR,5,
3977,COVERTURA TOTAL,ESPACIOS AMPLIOS,201346,3977,4,NORTE,2,
3978,COVERTURA PARCIAL,VISTA A LA MONTAÑA,146554,3978,12,NORTE,38,
3979,COVERTURA PARCIAL,CERCA AL TRANSPORTE PUBLICO,602439,3979,18,OESTE,5,
3980,COVERTURA PARCIAL,CERCA AL TRANSPORTE PUBLICO,598952,3980,2,ESTE,42,
3981,COVERTURA PARCIAL,ACABADOS EN MADERA,500086,3981,5,SUR,3,
3982,COVERTURA TOTAL,COLONIAL,212397,3982,9,OESTE,37,
3983,COVERTURA PARCIAL,ESPACIOS AMPLIOS,394999,3983,18,SUR,10,
3984,COVERTURA PARCIAL,COLONIAL,285069,3984,14,SUR,19,
3985,COVERTURA PARCIAL,GRANDE,225254,3985,9,SUR,42,
3986,COVERTURA PARCIAL,COLONIAL,309529,3986,8,OESTE,31,
3987,COVERTURA PARCIAL,GRANDE,237198,3987,16,OESTE,24,
3988,COVERTURA TOTAL,COLONIAL,181272,3988,18,OESTE,10,
3989,COVERTURA TOTAL,CERCA AL TRANSPORTE PUBLICO,477483,3989,18,SUR,21,
3990,COVERTURA PARCIAL,VISTA A LA MONTAÑA,458085,3990,5,OESTE,7,
3991,COVERTURA PARCIAL,GRANDE,185487,3991,14,OESTE,4,
3992,COVERTURA TOTAL,ESPACIOS AMPLIOS,105894,3992,13,NORTE,45,
3993,COVERTURA TOTAL,ESPACIOS AMPLIOS,279142,3993,17,NORTE,14,
3994,COVERTURA PARCIAL,CERCA AL TRANSPORTE PUBLICO,218806,3994,13,OESTE,43,
3995,COVERTURA TOTAL,ESPACIOS AMPLIOS,155265,3995,17,SUR,13,
3996,COVERTURA TOTAL,GRANDE,695005,3996,15,SUR,43,
3997,COVERTURA TOTAL,GRANDE,534215,3997,13,ESTE,17,
3998,COVERTURA TOTAL,VISTA A LA MONTAÑA,557999,3998,4,NORTE,32,
3999,COVERTURA TOTAL,ESPACIOS AMPLIOS,407949,3999,14,OESTE,46,
4000,COVERTURA TOTAL,ESPACIOS AMPLIOS,530555,4000,15,OESTE,30,
4001,COVERTURA PARCIAL,ESPACIOS AMPLIOS,419888,4001,4,OESTE,34,
4002,COVERTURA PARCIAL,ESPACIOS AMPLIOS,624654,4002,11,ESTE,43,
4003,COVERTURA TOTAL,GRANDE,470954,4003,6,ESTE,28,
4004,COVERTURA PARCIAL,CERCA AL TRANSPORTE PUBLICO,293828,4004,8,NORTE,44,
4005,COVERTURA PARCIAL,ACABADOS EN MADERA,687806,4005,3,NORTE,14,
4006,COVERTURA TOTAL,ESPACIOS AMPLIOS,160808,4006,9,ESTE,21,
4007,COVERTURA TOTAL,ESPACIOS AMPLIOS,153404,4007,9,SUR,3,
4008,COVERTURA PARCIAL,CERCA AL TRANSPORTE PUBLICO,249872,4008,17,ESTE,28,
4009,COVERTURA PARCIAL,VISTA A LA MONTAÑA,673392,4009,4,NORTE,6,
4010,COVERTURA PARCIAL,CERCA AL TRANSPORTE PUBLICO,649225,4010,9,ESTE,12,
4011,COVERTURA PARCIAL,ESPACIOS AMPLIOS,288389,4011,14,OESTE,31,
4012,COVERTURA TOTAL,GRANDE,285111,4012,10,SUR,34,
4013,COVERTURA PARCIAL,GRANDE,549609,4013,1,OESTE,50,
4014,COVERTURA TOTAL,CERCA AL TRANSPORTE PUBLICO,517620,4014,16,SUR,8,
4015,COVERTURA PARCIAL,CERCA AL TRANSPORTE PUBLICO,365179,4015,16,NORTE,20,
4016,COVERTURA PARCIAL,ESPACIOS AMPLIOS,642595,4016,16,ESTE,45,
4017,COVERTURA PARCIAL,COLONIAL,147288,4017,13,OESTE,43,
4018,COVERTURA PARCIAL,ACABADOS EN MADERA,622331,4018,2,ESTE,31,
4019,COVERTURA TOTAL,VISTA A LA MONTAÑA,378305,4019,4,OESTE,42,
4020,COVERTURA TOTAL,ACABADOS EN MADERA,165496,4020,17,OESTE,26,
4021,COVERTURA TOTAL,GRANDE,644800,4021,1,SUR,8,
4022,COVERTURA PARCIAL,ACABADOS EN MADERA,155778,4022,13,SUR,29,
4023,COVERTURA TOTAL,CERCA AL TRANSPORTE PUBLICO,642298,4023,7,SUR,12,
4024,COVERTURA PARCIAL,ACABADOS EN MADERA,159530,4024,4,OESTE,27,
4025,COVERTURA TOTAL,CERCA AL TRANSPORTE PUBLICO,152537,4025,15,NORTE,30,
4026,COVERTURA TOTAL,ACABADOS EN MADERA,432221,4026,3,SUR,36,
4027,COVERTURA TOTAL,VISTA A LA MONTAÑA,219583,4027,15,ESTE,35,
4028,COVERTURA TOTAL,GRANDE,554660,4028,3,OESTE,17,
4029,COVERTURA TOTAL,COLONIAL,493917,4029,3,NORTE,12,
4030,COVERTURA PARCIAL,ACABADOS EN MADERA,215627,4030,3,ESTE,16,
4031,COVERTURA TOTAL,COLONIAL,294905,4031,12,NORTE,2,
4032,COVERTURA PARCIAL,CERCA AL TRANSPORTE PUBLICO,497624,4032,18,ESTE,24,
4033,COVERTURA PARCIAL,VISTA A LA MONTAÑA,377000,4033,17,NORTE,16,
4034,COVERTURA TOTAL,COLONIAL,372759,4034,12,SUR,8,
4035,COVERTURA TOTAL,COLONIAL,239762,4035,10,NORTE,47,
4036,COVERTURA TOTAL,GRANDE,470256,4036,18,NORTE,22,
4037,COVERTURA TOTAL,COLONIAL,386880,4037,14,OESTE,46,
4038,COVERTURA TOTAL,CERCA AL TRANSPORTE PUBLICO,470354,4038,5,OESTE,11,
4039,COVERTURA TOTAL,GRANDE,505421,4039,8,NORTE,36,
4040,COVERTURA TOTAL,ACABADOS EN MADERA,364248,4040,14,ESTE,21,
4041,COVERTURA TOTAL,ESPACIOS AMPLIOS,150395,4041,8,OESTE,19,
4042,COVERTURA TOTAL,GRANDE,588024,4042,5,SUR,45,
4043,COVERTURA TOTAL,CERCA AL TRANSPORTE PUBLICO,556413,4043,11,SUR,41,
4044,COVERTURA PARCIAL,VISTA A LA MONTAÑA,183854,4044,15,OESTE,9,
4045,COVERTURA TOTAL,GRANDE,347782,4045,7,SUR,44,
4046,COVERTURA TOTAL,VISTA A LA MONTAÑA,346789,4046,11,OESTE,28,
4047,COVERTURA PARCIAL,VISTA A LA MONTAÑA,446171,4047,11,SUR,45,
4048,COVERTURA PARCIAL,GRANDE,654287,4048,7,ESTE,4,
4049,COVERTURA TOTAL,ACABADOS EN MADERA,187082,4049,12,NORTE,21,
4050,COVERTURA PARCIAL,ESPACIOS AMPLIOS,377338,4050,18,NORTE,16,
4051,COVERTURA TOTAL,CERCA AL TRANSPORTE PUBLICO,213625,4051,15,SUR,35,
4052,COVERTURA TOTAL,COLONIAL,695687,4052,11,ESTE,3,
4053,COVERTURA PARCIAL,VISTA A LA MONTAÑA,498929,4053,2,OESTE,44,
4054,COVERTURA TOTAL,VISTA A LA MONTAÑA,584025,4054,11,SUR,16,
4055,COVERTURA PARCIAL,CERCA AL TRANSPORTE PUBLICO,630107,4055,14,OESTE,34,
4056,COVERTURA PARCIAL,GRANDE,557533,4056,10,SUR,19,
4057,COVERTURA TOTAL,ACABADOS EN MADERA,435407,4057,17,OESTE,29,
4058,COVERTURA PARCIAL,COLONIAL,140417,4058,6,NORTE,12,
4059,COVERTURA TOTAL,ACABADOS EN MADERA,657581,4059,17,NORTE,11,
4060,COVERTURA PARCIAL,ACABADOS EN MADERA,241984,4060,6,NORTE,46,
4061,COVERTURA TOTAL,ESPACIOS AMPLIOS,598052,4061,8,NORTE,28,
4062,COVERTURA PARCIAL,ACABADOS EN MADERA,664720,4062,12,NORTE,5,
4063,COVERTURA PARCIAL,COLONIAL,483095,4063,18,OESTE,4,
4064,COVERTURA PARCIAL,ESPACIOS AMPLIOS,194586,4064,11,NORTE,9,
4065,COVERTURA PARCIAL,ESPACIOS AMPLIOS,389894,4065,8,SUR,4,
4066,COVERTURA TOTAL,CERCA AL TRANSPORTE PUBLICO,490011,4066,14,SUR,20,
4067,COVERTURA TOTAL,ACABADOS EN MADERA,289844,4067,9,SUR,18,
4068,COVERTURA PARCIAL,ESPACIOS AMPLIOS,464761,4068,3,NORTE,21,
4069,COVERTURA TOTAL,ESPACIOS AMPLIOS,188196,4069,10,SUR,15,
4070,COVERTURA PARCIAL,ACABADOS EN MADERA,491316,4070,13,OESTE,7,
4071,COVERTURA PARCIAL,CERCA AL TRANSPORTE PUBLICO,227306,4071,16,NORTE,36,
4072,COVERTURA TOTAL,COLONIAL,176796,4072,17,OESTE,27,
4073,COVERTURA PARCIAL,GRANDE,586926,4073,1,ESTE,50,
4074,COVERTURA TOTAL,COLONIAL,554945,4074,18,NORTE,11,
4075,COVERTURA PARCIAL,GRANDE,325404,4075,6,ESTE,6,
4076,COVERTURA TOTAL,ACABADOS EN MADERA,294440,4076,4,NORTE,26,
4077,COVERTURA PARCIAL,COLONIAL,356505,4077,2,SUR,19,
4078,COVERTURA PARCIAL,ESPACIOS AMPLIOS,231100,4078,3,NORTE,35,
4079,COVERTURA TOTAL,ESPACIOS AMPLIOS,391938,4079,3,ESTE,39,
4080,COVERTURA PARCIAL,COLONIAL,163182,4080,9,SUR,24,
4081,COVERTURA PARCIAL,ACABADOS EN MADERA,530887,4081,13,SUR,29,
4082,COVERTURA PARCIAL,ACABADOS EN MADERA,331731,4082,8,NORTE,49,
4083,COVERTURA TOTAL,COLONIAL,130338,4083,7,ESTE,20,
4084,COVERTURA TOTAL,ACABADOS EN MADERA,270176,4084,6,SUR,13,
4085,COVERTURA TOTAL,ACABADOS EN MADERA,689483,4085,2,NORTE,44,
4086,COVERTURA PARCIAL,ACABADOS EN MADERA,355109,4086,15,SUR,26,
4087,COVERTURA PARCIAL,VISTA A LA MONTAÑA,323615,4087,8,OESTE,3,
4088,COVERTURA TOTAL,CERCA AL TRANSPORTE PUBLICO,507161,4088,8,SUR,41,
4089,COVERTURA PARCIAL,ACABADOS EN MADERA,493586,4089,16,OESTE,50,
4090,COVERTURA TOTAL,VISTA A LA MONTAÑA,260702,4090,11,SUR,45,
4091,COVERTURA PARCIAL,ESPACIOS AMPLIOS,241143,4091,15,ESTE,17,
4092,COVERTURA TOTAL,VISTA A LA MONTAÑA,490895,4092,1,SUR,27,
4093,COVERTURA TOTAL,CERCA AL TRANSPORTE PUBLICO,215014,4093,10,OESTE,31,
4094,COVERTURA PARCIAL,ESPACIOS AMPLIOS,140856,4094,7,OESTE,23,
4095,COVERTURA PARCIAL,GRANDE,552466,4095,7,ESTE,1,
4096,COVERTURA PARCIAL,ESPACIOS AMPLIOS,636126,4096,2,ESTE,17,
4097,COVERTURA TOTAL,VISTA A LA MONTAÑA,307093,4097,7,OESTE,27,
4098,COVERTURA PARCIAL,ESPACIOS AMPLIOS,518552,4098,10,ESTE,25,
4099,COVERTURA TOTAL,ACABADOS EN MADERA,559294,4099,13,NORTE,24,
4100,COVERTURA TOTAL,ESPACIOS AMPLIOS,472634,4100,6,NORTE,45,
4101,COVERTURA TOTAL,COLONIAL,395191,4101,1,NORTE,4,
4102,COVERTURA TOTAL,CERCA AL TRANSPORTE PUBLICO,235914,4102,16,SUR,27,
4103,COVERTURA PARCIAL,GRANDE,255296,4103,7,ESTE,12,
4104,COVERTURA PARCIAL,ESPACIOS AMPLIOS,194616,4104,8,NORTE,7,
4105,COVERTURA PARCIAL,VISTA A LA MONTAÑA,439573,4105,15,NORTE,8,
4106,COVERTURA TOTAL,GRANDE,335265,4106,11,OESTE,38,
4107,COVERTURA TOTAL,ACABADOS EN MADERA,389964,4107,9,OESTE,32,
4108,COVERTURA PARCIAL,ACABADOS EN MADERA,692289,4108,7,NORTE,41,
4109,COVERTURA PARCIAL,VISTA A LA MONTAÑA,126062,4109,7,NORTE,17,
4110,COVERTURA PARCIAL,CERCA AL TRANSPORTE PUBLICO,277365,4110,9,SUR,47,
4111,COVERTURA PARCIAL,COLONIAL,332445,4111,16,NORTE,16,
4112,COVERTURA PARCIAL,COLONIAL,372829,4112,2,ESTE,44,
4113,COVERTURA PARCIAL,COLONIAL,457563,4113,16,SUR,49,
4114,COVERTURA PARCIAL,CERCA AL TRANSPORTE PUBLICO,658306,4114,7,ESTE,30,
4115,COVERTURA PARCIAL,ACABADOS EN MADERA,283815,4115,6,ESTE,5,
4116,COVERTURA TOTAL,CERCA AL TRANSPORTE PUBLICO,524960,4116,1,SUR,38,
4117,COVERTURA TOTAL,CERCA AL TRANSPORTE PUBLICO,434586,4117,13,OESTE,3,
4118,COVERTURA TOTAL,COLONIAL,319010,4118,13,NORTE,32,
4119,COVERTURA TOTAL,GRANDE,166130,4119,7,SUR,17,
4120,COVERTURA TOTAL,VISTA A LA MONTAÑA,568124,4120,8,ESTE,38,
4121,COVERTURA TOTAL,ESPACIOS AMPLIOS,462704,4121,2,NORTE,49,
4122,COVERTURA TOTAL,GRANDE,637808,4122,14,NORTE,35,
