ID_APARTAMENTO,AMOBLADO,CAPACIDAD_APTO,PRECIO_APTO,ID_PERSONA,ID_OFERTA,INCLUYE_SERVICIOS
25455,T,12,600000,10794,78073,F
25456,F,11,955000,10796,54076,T
25457,T,15,568000,10797,77549,T
25458,F,10,851000,10800,47761,F
25459,F,15,40000,10801,86287,T
25460,T,11,382000,10803,22014,F
25461,F,12,791000,10805,94107,T
25462,F,15,958000,10806,60745,F
25463,F,16,300000,10813,94782,T
25464,T,10,605000,10817,64539,F
25465,F,11,836000,10818,33802,F
25466,F,13,986000,10819,93800,T
25467,F,10,137000,10822,84381,F
25468,F,15,461000,10823,71342,F
25469,F,18,829000,10824,90726,T
25470,F,13,842000,10825,43191,F
25471,F,11,622000,10826,40837,T
25472,F,10,897000,10827,41953,F
25473,F,13,837000,10832,55426,F
25474,F,18,279000,10841,68917,F
25475,F,16,722000,10845,92329,T
25476,F,11,556000,10846,54333,T
25477,F,10,655000,10850,76693,T
25478,F,10,727000,10856,47539,F
25479,F,16,395000,10860,67699,T
25480,T,11,900000,10863,95395,F
25481,T,10,854000,10864,36270,F
25482,F,12,735000,10865,39833,T
25483,T,15,588000,10868,24365,F
25484,T,18,602000,10869,99814,F
25485,T,14,123000,10870,98530,T
25486,F,13,881000,10871,75405,F
25487,F,17,267000,10875,57208,F
25488,F,10,195000,10880,37824,F
25489,F,13,373000,10882,85550,T
25490,T,16,918000,10883,72914,F
25491,T,13,672000,10884,55911,T
25492,F,17,153000,10885,53311,T
25493,F,14,709000,10886,35647,F
25494,F,10,555000,10887,12829,T
25495,F,18,312000,10888,67476,T
25496,F,15,257000,10889,27667,T
25497,T,10,592000,10891,10114,F
25498,F,13,74000,10893,85394,T
25499,F,10,451000,10894,74688,F
25500,F,14,985000,10896,55451,F
25501,T,10,746000,10897,33596,F
25502,F,18,297000,10900,76670,T
25503,T,10,397000,10903,92954,F
25504,F,12,31000,10904,21196,T
25505,F,11,204000,10906,23145,F
25506,F,14,477000,10907,67252,T
25507,F,17,951000,10912,49063,F
25508,F,10,710000,10913,20428,F
25509,T,18,279000,10916,2083,T
25510,T,13,388000,10917,49615,T
25511,T,11,533000,10918,41538,T
25512,T,10,114000,10919,94374,F
25513,T,11,294000,10920,2267,T
25514,F,18,265000,10921,55808,F
25515,T,11,942000,10924,81268,T
25516,T,14,265000,10925,91163,T
25517,T,12,814000,10928,75334,F
25518,T,15,383000,10929,72735,T
25519,T,12,66000,10932,91463,T
25520,F,18,62000,10933,25048,F
25521,F,17,761000,10934,49207,F
25522,F,16,578000,10935,79638,T
25523,T,17,388000,10937,83214,F
25524,T,17,695000,10939,84652,T
25525,F,15,743000,10941,21534,T
25526,F,17,777000,10942,58408,T
25527,T,15,406000,10944,96441,F
25528,T,16,315000,10945,23970,F
25529,F,18,742000,10946,30995,T
25530,F,10,437000,10947,99031,T
25531,F,13,362000,10948,37586,F
25532,F,15,524000,10955,71396,F
25533,T,16,103000,10959,55227,T
25534,F,18,610000,10961,93219,T
25535,T,15,669000,10962,45930,T
25536,F,12,692000,10964,63821,T
25537,T,13,971000,10965,58181,T
25538,T,16,179000,10967,74020,T
25539,F,11,967000,10968,68798,F
25540,F,15,82000,10975,67931,T
25541,F,14,461000,10978,70790,T
25542,T,17,342000,10979,86265,F
25543,F,12,352000,10980,97040,F
25544,T,18,79000,10981,84980,T
25545,F,14,388000,10982,49846,F
25546,F,16,752000,10984,98858,F
25547,T,14,242000,10985,14385,T
25548,F,17,719000,10988,12100,F
25549,F,12,751000,10990,84321,T
25550,T,12,281000,10991,94061,F
25551,F,12,488000,10992,19934,T
25552,F,16,454000,10993,27384,T
25553,T,18,144000,10994,44510,F
25554,F,16,673000,10997,72306,T
25555,F,10,586000,11001,15401,T
25556,T,16,206000,11003,33959,T
25557,F,13,715000,11006,98420,T
25558,T,14,794000,11008,87896,F
25559,F,14,523000,11012,29226,T
25560,F,11,362000,11013,55756,F
25561,T,12,528000,11014,83842,T
25562,T,18,521000,11015,37686,T
25563,T,17,695000,11016,64608,T
25564,F,14,636000,11017,51545,F
25565,F,15,234000,11022,59151,T
25566,T,14,414000,11023,6619,F
25567,F,13,213000,11025,56393,F
25568,F,18,806000,11026,73724,F
25569,F,13,756000,11029,53647,F
25570,F,11,871000,11032,43063,F
25571,F,15,917000,11037,82401,T
25572,F,18,157000,11038,10679,T
25573,F,16,961000,11040,48630,T
25574,T,12,668000,11041,39937,F
25575,T,11,203000,11047,76074,F
25576,F,12,404000,11050,68947,T
25577,F,15,765000,11051,12560,F
25578,F,13,973000,11053,51652,T
25579,F,16,656000,11055,29674,F
25580,T,17,787000,11057,1529,T
25581,F,11,272000,11058,14760,F
25582,F,18,454000,11059,70344,T
25583,T,13,483000,11060,29760,T
25584,F,16,15000,11062,88375,F
25585,T,12,36000,11063,64709,T
25586,F,12,757000,11064,96830,F
25587,F,12,416000,11065,4955,F
25588,T,12,888000,11066,30350,T
25589,F,11,944000,11067,26853,F
25590,F,17,632000,11068,27882,F
25591,F,17,922000,11070,33301,F
25592,T,12,231000,11073,90584,T
25593,F,15,678000,11075,86260,T
25594,T,17,554000,11078,65282,T
25595,T,11,4000,11085,24681,T
25596,F,14,139000,11090,49882,T
25597,T,16,49000,11091,95666,F
25598,F,16,647000,11092,6696,F
25599,F,11,74000,11095,82545,T
25600,T,10,320000,11101,74523,F
25601,T,18,868000,11102,35302,T
25602,F,16,559000,11103,51900,F
25603,F,17,642000,11104,89573,F
25604,T,10,19000,11105,46270,F
25605,F,14,82000,11106,24043,F
25606,F,13,620000,11113,40298,F
25607,T,14,599000,11117,17722,T
25608,T,11,516000,11120,4834,F
25609,T,17,48000,11124,758,T
25610,F,18,136000,11127,26016,F
25611,T,13,443000,11128,94788,T
25612,T,12,52000,11129,91267,F
25613,F,17,92000,11131,34369,F
25614,T,11,518000,11134,14845,F
25615,F,10,400000,11135,83879,F
25616,T,14,339000,11136,35451,F
25617,F,10,794000,11139,63669,F
25618,T,15,912000,11140,94316,F
25619,F,14,392000,11141,90499,T
25620,T,10,500000,11142,27713,T
25621,T,17,460000,11144,85056,T
25622,F,10,443000,11148,11620,T
25623,T,12,568000,11149,7846,T
25624,T,16,538000,11150,86542,T
25625,F,16,581000,11153,6242,F
25626,F,15,329000,11155,48732,F
25627,T,10,162000,11160,476,T
25628,F,13,907000,11162,70325,F
25629,F,12,949000,11164,52024,F
25630,T,10,617000,11165,35044,T
25631,F,10,957000,11166,34487,F
25632,T,17,10000,11168,78580,F
25633,T,16,202000,11170,45506,T
25634,F,16,866000,11171,17036,T
25635,F,13,153000,11172,65785,F
25636,F,17,677000,11173,61058,T
25637,F,13,556000,11175,47257,F
25638,T,17,45000,11176,60542,T
25639,T,11,178000,11177,35366,T
25640,F,10,858000,11178,10897,F
25641,F,18,346000,11180,68029,F
25642,T,16,902000,11182,76898,F
25643,T,14,450000,11183,96592,F
25644,T,10,536000,11185,49869,F
25645,F,11,230000,11188,17404,T
25646,T,14,328000,11191,22139,T
25647,T,18,950000,11192,45377,F
25648,F,15,646000,11193,93408,F
25649,F,11,421000,11196,75479,F
25650,F,13,451000,11197,76529,T
25651,T,10,279000,11201,65123,F
25652,F,10,892000,11203,48531,T
25653,T,15,644000,11204,82300,F
25654,F,14,964000,11206,71552,T
25655,F,10,274000,11207,52012,T
25656,F,16,39000,11208,25483,T
25657,T,17,381000,11210,58857,F
25658,T,12,102000,11211,30954,T
25659,T,17,877000,11214,51092,T
25660,T,15,167000,11217,41747,T
25661,F,18,334000,11218,27403,T
25662,F,14,542000,11219,44254,T
25663,F,14,386000,11220,59469,F
25664,T,11,844000,11222,40851,T
25665,F,16,204000,11224,13546,T
25666,T,18,338000,11228,99944,F
25667,T,17,699000,11238,76183,F
25668,F,13,143000,11239,98574,T
25669,T,18,963000,11240,56306,F
25670,T,18,445000,11241,51121,F
25671,F,18,282000,11242,54814,T
25672,F,16,896000,11243,65232,T
25673,T,16,68000,11244,81239,T
25674,T,14,369000,11246,70063,F
25675,F,16,160000,11248,81726,F
25676,F,13,749000,11249,24610,T
25677,T,12,703000,11251,18959,F
25678,F,13,118000,11254,80352,F
25679,F,13,392000,11259,34490,T
25680,F,16,750000,11262,98912,F
25681,T,14,943000,11266,9080,F
25682,F,11,375000,11275,4413,T
25683,F,10,230000,11278,55004,F
25684,T,11,783000,11279,12945,T
25685,F,10,895000,11280,38841,F
25686,F,18,302000,11281,88609,T
25687,F,17,861000,11282,81266,F
25688,T,12,229000,11284,8325,T
25689,F,13,224000,11285,76144,T
25690,F,18,140000,11286,84972,T
25691,F,12,76000,11287,29733,F
25692,T,15,678000,11288,92006,F
25693,T,15,562000,11289,47734,T
25694,T,13,852000,11291,12321,F
25695,T,14,2000,11296,27339,T
25696,T,13,741000,11299,58594,F
25697,F,14,130000,11301,82683,F
25698,T,10,620000,11302,26946,T
25699,F,14,880000,11303,61990,F
25700,F,15,709000,11305,52137,T
25701,T,17,979000,11307,9074,F
25702,T,17,761000,11311,60010,F
25703,T,10,158000,11314,24786,F
25704,F,12,797000,11315,74772,T
25705,F,16,929000,11316,99469,T
25706,F,16,296000,11318,79021,T
25707,T,12,704000,11319,84357,T
25708,T,18,3000,11322,91571,F
25709,F,13,497000,11326,97142,T
25710,T,16,931000,11328,47824,F
25711,F,10,282000,11329,90474,T
25712,F,10,377000,11330,86374,T
25713,F,10,418000,11332,42071,F
25714,T,13,563000,11333,67788,F
25715,F,10,585000,11334,21585,F
25716,F,16,914000,11336,45367,F
25717,F,18,387000,11337,93871,F
25718,T,17,306000,11338,82712,T
25719,T,13,791000,11339,91873,T
25720,T,15,905000,11340,93767,T
25721,F,13,710000,11343,91939,F
25722,T,12,855000,11348,27557,F
25723,T,18,301000,11351,77228,F
25724,F,16,793000,11354,16987,F
25725,F,16,7000,11355,100029,T
25726,F,10,491000,11357,61633,F
25727,F,15,85000,11363,77978,T
25728,T,13,293000,11364,27845,F
25729,T,14,775000,11368,37294,F
25730,F,16,965000,11369,72649,T
25731,T,14,359000,11370,59887,T
25732,T,18,77000,11371,68852,F
25733,F,16,545000,11375,42574,T
25734,T,11,794000,11377,5276,T
25735,T,13,150000,11379,66228,T
25736,F,10,550000,11386,38407,F
25737,T,14,251000,11389,5669,T
25738,T,10,873000,11390,1978,T
25739,T,12,431000,11391,92716,F
25740,F,16,372000,11392,90888,T
25741,T,15,615000,11395,79696,T
25742,F,15,271000,11396,83809,T
25743,F,15,429000,11397,88293,F
25744,F,17,84000,11398,13575,F
25745,T,10,828000,11400,84114,F
25746,T,10,24000,11403,60786,F
25747,F,16,908000,11404,38501,F
25748,F,17,932000,11405,59322,T
25749,T,11,491000,11407,89250,F
25750,F,10,439000,11409,98106,T
25751,T,15,552000,11410,64204,F
25752,T,18,572000,11412,72582,F
25753,F,13,70000,11414,46355,F
25754,F,13,428000,11422,16136,T
25755,T,11,779000,11424,60153,F
25756,F,10,726000,11425,89974,F
25757,F,17,787000,11427,46164,T
25758,F,18,138000,11430,91383,T
25759,T,12,219000,11432,69157,T
25760,F,18,285000,11433,31520,F
25761,T,14,119000,11434,66422,T
25762,T,18,488000,11435,84273,F
25763,F,15,768000,11436,93454,T
25764,T,10,989000,11438,53991,T
25765,F,13,78000,11439,16529,T
25766,F,16,61000,11440,11257,T
25767,T,13,279000,11442,79606,F
25768,F,11,970000,11443,73061,F
25769,F,10,162000,11444,90974,F
25770,F,12,160000,11448,653,T
25771,F,11,87000,11449,71040,F
25772,F,13,663000,11450,91768,T
25773,F,14,853000,11451,85765,T
25774,F,11,42000,11453,67542,F
25775,T,12,722000,11454,100091,F
25776,F,10,344000,11455,88903,F
25777,T,12,729000,11458,93011,F
25778,F,14,602000,11459,55298,T
25779,F,18,203000,11461,41694,T
25780,F,13,872000,11462,79507,F
25781,F,17,618000,11464,67775,T
25782,F,16,790000,11465,73291,T
25783,F,17,651000,11468,46029,T
25784,F,16,193000,11469,57671,T
25785,F,11,405000,11470,43305,T
25786,F,12,272000,11473,63622,F
25787,F,15,454000,11475,82691,T
25788,T,16,680000,11477,27758,T
25789,F,17,297000,11478,48644,F
25790,T,11,904000,11480,89994,F
25791,F,15,569000,11481,70964,F
25792,T,11,816000,11482,24128,F
25793,F,11,387000,11483,61474,T
25794,F,14,189000,11486,64470,T
25795,F,10,348000,11487,70346,F
25796,F,18,724000,11491,21128,F
25797,F,14,847000,11494,12724,T
25798,T,11,140000,11495,26284,T
25799,F,15,365000,11496,57006,T
25800,F,17,615000,11497,8892,T
25801,F,12,573000,11503,90909,T
25802,F,14,928000,11505,78220,F
25803,F,16,208000,11508,90158,T
25804,T,14,448000,11509,14310,F
25805,F,15,768000,11510,61211,F
25806,F,11,661000,11511,93801,T
25807,T,12,447000,11516,11822,F
25808,F,12,546000,11517,59738,F
25809,T,11,64000,11526,81876,T
25810,T,18,560000,11527,70762,F
25811,F,10,120000,11531,71828,T
25812,F,17,399000,11536,94677,F
25813,T,16,434000,11537,33266,F
25814,F,16,427000,11538,51985,T
25815,F,10,770000,11539,92980,T
25816,F,10,401000,11540,77246,F
25817,T,13,73000,11541,96178,F
25818,F,15,452000,11543,76243,F
25819,T,16,975000,11544,57329,F
25820,F,12,169000,11545,62800,F
25821,F,12,461000,11547,4262,F
25822,F,16,323000,11548,76528,F
25823,F,13,507000,11552,75109,T
25824,F,16,985000,11553,60380,F
25825,T,13,210000,11557,25197,T
25826,T,16,256000,11558,32346,T
25827,T,18,491000,11560,23663,F
25828,T,10,803000,11561,51312,F
25829,T,12,103000,11565,53413,T
25830,T,12,296000,11566,3612,F
25831,T,15,657000,11568,37204,T
25832,F,16,433000,11570,95640,T
25833,F,17,156000,11571,10375,F
25834,F,10,896000,11572,28781,F
25835,F,12,358000,11573,38661,T
25836,F,16,389000,11575,92412,T
25837,T,12,92000,11577,36693,T
25838,T,14,950000,11581,68609,T
25839,T,17,750000,11583,90933,F
25840,F,16,715000,11585,13771,F
25841,F,10,609000,11587,64179,T
25842,T,10,358000,11590,51972,T
25843,F,10,255000,11591,9627,T
25844,F,16,805000,11594,5390,T
25845,F,11,314000,11596,89690,F
25846,T,18,82000,11599,94796,T
25847,T,13,710000,11601,6426,F
25848,F,13,458000,11603,74219,T
25849,T,16,564000,11605,93507,F
25850,F,10,103000,11612,8342,F
25851,T,14,374000,11615,22729,F
25852,T,10,251000,11617,72827,T
25853,T,13,619000,11619,73633,T
25854,F,14,521000,11621,85567,T
25855,F,18,525000,11623,5369,T
25856,F,18,406000,11626,2409,F
25857,F,12,47000,11627,82279,F
25858,F,10,165000,11628,91509,T
25859,T,13,459000,11632,93099,F
25860,F,12,557000,11633,56090,T
25861,T,15,245000,11634,81331,T
25862,T,11,212000,11635,75697,F
25863,T,12,339000,11636,68913,F
25864,F,10,316000,11638,40032,F
25865,F,17,662000,11650,66496,F
25866,F,16,469000,11656,86989,T
25867,F,14,311000,11657,90373,F
25868,F,10,917000,11661,80569,T
25869,F,15,341000,11662,51535,F
25870,F,14,201000,11667,22123,F
25871,T,16,318000,11670,97533,T
25872,T,12,872000,11671,2653,F
25873,F,17,273000,11672,69155,T
25874,T,12,473000,11673,84265,F
25875,F,10,868000,11681,45947,T
25876,T,10,334000,11683,58484,F
25877,T,14,229000,11686,17873,F
25878,T,17,984000,11689,98271,T
25879,T,10,28000,11694,27413,T
25880,F,18,251000,11698,66774,T
25881,F,14,126000,11699,66852,F
25882,T,10,739000,11702,3665,T
25883,F,13,410000,11703,1965,T
25884,F,10,463000,11706,58982,F
25885,F,11,423000,11708,79069,T
25886,T,16,888000,11718,43394,F
25887,F,18,348000,11720,78652,F
25888,F,18,530000,11722,79388,T
25889,T,17,669000,11723,72373,T
25890,T,16,781000,11724,78516,F
25891,F,13,410000,11727,16502,T
25892,F,16,735000,11728,43294,F
25893,T,18,876000,11729,15174,T
25894,T,13,819000,11730,14902,F
25895,F,12,207000,11732,64698,F
25896,F,18,548000,11733,76501,T
25897,T,12,700000,11735,12396,F
25898,T,11,510000,11736,98524,F
25899,F,17,930000,11738,20166,T
25900,T,12,477000,11741,34136,F
25901,T,16,184000,11744,88462,F
25902,T,14,390000,11745,4295,T
25903,F,13,481000,11749,48222,T
25904,T,11,965000,11751,93996,T
25905,F,10,902000,11752,66083,F
25906,F,18,664000,11753,66100,F
25907,F,18,796000,11754,5827,T
25908,F,15,780000,11755,95735,F
25909,F,12,837000,11756,99555,T
25910,T,12,323000,11758,57684,T
25911,T,12,340000,11760,62612,T
25912,F,16,459000,11762,50385,F
25913,T,10,965000,11769,61921,F
25914,F,10,345000,11771,20605,T
25915,T,12,45000,11776,6040,F
25916,F,13,848000,11778,63595,T
25917,F,11,488000,11779,72880,T
25918,T,18,452000,11780,1175,T
25919,T,12,921000,11782,39541,F
25920,F,18,54000,11783,28911,T
25921,F,12,132000,11785,73416,F
25922,T,18,224000,11788,83830,T
25923,T,14,72000,11793,24826,F
25924,T,11,330000,11794,20591,T
25925,F,12,774000,11796,83398,T
25926,T,11,514000,11797,76276,F
25927,T,13,411000,11799,26833,F
25928,T,17,842000,11805,22117,F
25929,T,14,549000,11807,29529,T
25930,F,18,292000,11809,81446,F
25931,F,18,553000,11811,6563,T
25932,T,14,566000,11812,45954,T
25933,T,17,378000,11814,71511,F
25934,F,15,735000,11815,55430,F
25935,F,11,530000,11816,80973,F
25936,T,12,736000,11818,14077,T
25937,T,13,98000,11819,94342,F
25938,F,11,712000,11821,62195,T
25939,T,11,557000,11823,20347,F
25940,T,14,336000,11826,67678,F
25941,F,13,19000,11827,65826,F
25942,T,13,179000,11828,77456,F
25943,T,16,47000,11830,12398,T
25944,T,10,70000,11834,24149,F
25945,F,14,105000,11835,9793,F
25946,F,16,886000,11838,82152,F
25947,F,16,271000,11839,410,T
25948,T,18,686000,11840,27107,F
25949,F,17,118000,11841,76707,F
25950,F,15,745000,11842,82203,T
25951,F,16,46000,11844,69321,F
25952,T,10,229000,11846,61646,T
25953,F,10,868000,11848,24236,T
25954,T,15,638000,11849,10264,T
25955,T,17,252000,11850,30548,T
25956,F,10,797000,11855,35041,F
25957,F,15,424000,11856,99488,T
25958,T,18,939000,11857,42813,T
25959,T,10,901000,11859,74872,F
25960,T,17,426000,11860,18627,F
25961,F,17,8000,11865,96428,T
25962,T,15,157000,11868,44186,F
25963,F,13,108000,11869,58870,F
25964,F,13,57000,11871,84599,T
25965,F,11,782000,11872,11440,F
25966,F,12,738000,11876,71423,F
25967,T,14,63000,11877,12655,T
25968,T,15,730000,11878,85973,F
25969,F,17,498000,11880,27206,F
25970,T,15,200000,11883,23220,T
25971,T,11,186000,11884,44308,T
25972,T,13,704000,11887,5083,T
25973,F,17,881000,11888,48584,F
25974,F,10,189000,11891,92302,F
25975,T,10,392000,11892,15037,T
25976,F,10,26000,11893,87997,F
25977,F,17,668000,11894,42199,T
25978,F,10,324000,11896,79794,T
25979,F,13,667000,11899,70149,F
25980,T,10,12000,11902,91952,T
25981,F,18,842000,11905,59192,F
25982,F,13,139000,11907,76727,T
25983,F,15,688000,11909,95024,F
25984,T,16,874000,11910,40281,T
25985,F,11,739000,11916,424,F
25986,F,11,671000,11918,46454,F
25987,F,12,711000,11922,12346,T
25988,T,10,242000,11924,81394,F
25989,T,18,344000,11927,58844,F
25990,T,10,687000,11928,3384,F
25991,T,16,248000,11930,87448,T
25992,F,14,754000,11934,70764,T
25993,F,10,281000,11937,72419,F
25994,F,12,572000,11938,84147,F
25995,T,15,978000,11945,89001,T
25996,T,18,874000,11947,84698,T
25997,F,18,960000,11948,19742,T
25998,T,13,936000,11952,34066,F
25999,T,11,180000,11953,77362,F
26000,T,10,216000,11957,23428,F
26001,F,14,397000,11960,17398,T
26002,F,15,612000,11961,50057,F
26003,T,16,545000,11965,93547,T
26004,T,10,144000,11967,78067,F
26005,T,18,221000,11987,69093,F
26006,F,17,816000,11989,54534,T
26007,T,13,858000,11991,89143,T
26008,F,12,382000,11992,80554,T
26009,T,11,61000,11993,64288,T
26010,F,12,638000,11994,23088,F
26011,T,18,585000,11995,73408,F
26012,F,17,134000,11996,65621,T
26013,F,14,227000,11997,43230,F
26014,F,11,314000,11999,54636,F
26015,F,13,131000,12002,58142,T
26016,F,14,331000,12004,61663,F
26017,F,17,484000,12005,100026,F
26018,F,14,914000,12008,96297,F
26019,T,18,71000,12009,54892,T
26020,T,18,586000,12011,70368,F
26021,F,12,141000,12014,48141,T
26022,F,14,719000,12015,79650,T
26023,T,16,593000,12016,89588,T
26024,F,17,922000,12018,32588,F
26025,T,18,323000,12020,81056,F
26026,T,18,876000,12021,61895,T
26027,T,12,923000,12023,62417,F
26028,F,16,683000,12027,52513,T
26029,F,15,802000,12028,85793,F
26030,T,15,127000,12031,59666,T
26031,T,15,793000,12032,76816,T
26032,T,13,550000,12033,94038,T
26033,F,11,952000,12037,62353,T
26034,F,11,724000,12040,51888,T
26035,F,16,235000,12041,67785,T
26036,T,12,793000,12045,63287,F
26037,T,13,480000,12046,58630,F
26038,T,14,398000,12047,29938,F
26039,F,11,439000,12050,35242,F
26040,F,12,470000,12051,60790,T
26041,F,17,492000,12055,11298,F
26042,T,11,612000,12056,74659,F
26043,T,15,626000,12060,67180,F
26044,T,13,922000,12061,27685,T
26045,T,10,644000,12064,63847,T
26046,F,10,272000,12068,90270,F
26047,F,12,803000,12072,45284,F
26048,T,14,985000,12073,75670,T
26049,F,10,414000,12078,87385,F
26050,F,18,862000,12081,25440,F
26051,F,12,289000,12084,24929,T
26052,T,12,215000,12086,15985,F
26053,T,12,885000,12088,87808,F
26054,F,16,865000,12090,15477,F
26055,F,17,526000,12092,54899,F
26056,F,12,735000,12093,49653,T
26057,T,13,235000,12099,66283,F
26058,T,18,221000,12100,12846,T
26059,F,13,703000,12103,29793,T
26060,F,18,46000,12104,55588,T
26061,T,14,523000,12105,40992,F
26062,F,13,815000,12106,92975,F
26063,F,17,901000,12107,29303,F
26064,F,14,49000,12119,12670,T
26065,F,13,720000,12123,64079,F
26066,T,17,530000,12125,85230,F
26067,F,15,825000,12126,97438,F
26068,F,14,508000,12128,88130,T
26069,T,12,973000,12133,4157,F
26070,T,18,775000,12134,85452,T
26071,F,14,226000,12136,89921,T
26072,F,15,414000,12137,35928,T
26073,F,10,950000,12138,65441,T
26074,F,14,808000,12140,60717,T
26075,F,10,903000,12141,46391,F
26076,F,18,723000,12143,42722,T
26077,T,17,560000,12144,17078,T
26078,T,14,726000,12147,39599,T
26079,F,16,474000,12148,44857,T
26080,T,15,432000,12149,6805,F
26081,T,10,659000,12153,89224,F
26082,T,17,566000,12155,33897,T
26083,F,18,87000,12159,90140,T
26084,T,10,125000,12161,97649,F
26085,F,12,832000,12162,2630,F
26086,F,17,455000,12163,19056,T
26087,T,11,555000,12164,92746,T
26088,T,10,921000,12165,29512,F
26089,F,12,963000,12168,56323,T
26090,F,13,426000,12170,85701,F
26091,T,14,667000,12172,45500,F
26092,F,13,904000,12173,87633,F
26093,F,18,48000,12174,59943,F
26094,T,10,54000,12176,34897,F
26095,F,18,372000,12178,56044,F
26096,F,16,560000,12181,27653,T
26097,T,10,662000,12183,53310,T
26098,T,11,120000,12184,83310,T
26099,T,15,289000,12186,32495,F
26100,T,12,702000,12189,4434,T
26101,F,17,486000,12195,38137,T
26102,F,10,952000,12196,42835,F
26103,T,15,767000,12199,86884,T
26104,T,16,58000,12204,68995,T
26105,T,13,776000,12205,61168,T
26106,F,10,113000,12210,51271,T
26107,T,10,166000,12211,26378,T
26108,T,12,401000,12215,69535,T
26109,F,12,235000,12217,45039,F
26110,F,13,874000,12218,3368,T
26111,T,16,444000,12219,44154,F
26112,T,15,508000,12224,20421,F
26113,F,12,346000,12225,19923,F
26114,T,15,692000,12226,17179,F
26115,T,10,504000,12228,73981,F
26116,T,17,898000,12229,79209,T
26117,F,17,563000,12237,73297,F
26118,T,15,603000,12238,94448,T
26119,F,18,613000,12240,9367,T
26120,T,12,559000,12241,27159,T
26121,T,18,472000,12242,32222,F
26122,F,13,967000,12244,42924,F
26123,T,15,592000,12245,10844,F
26124,F,15,979000,12246,99804,T
26125,F,15,210000,12247,24692,F
26126,T,10,524000,12248,98064,F
26127,F,18,302000,12249,23023,F
26128,T,14,816000,12250,74832,F
26129,F,13,476000,12251,11499,F
26130,F,12,367000,12256,44022,T
26131,T,18,990000,12257,4487,T
26132,F,15,353000,12259,30209,T
26133,F,15,173000,12262,16496,F
26134,T,10,677000,12265,50206,F
26135,T,13,13000,12268,45713,F
26136,T,16,123000,12269,73907,F
26137,T,13,428000,12270,11273,T
26138,F,10,78000,12271,61780,F
26139,F,11,696000,12272,60833,F
26140,F,17,746000,12278,43409,T
26141,F,16,86000,12279,98537,T
26142,T,18,187000,12280,65872,T
26143,F,11,534000,12283,84501,T
26144,F,12,784000,12284,41647,T
26145,T,15,641000,12285,86562,F
26146,T,14,787000,12287,86282,T
26147,T,18,367000,12290,23832,T
26148,T,18,336000,12291,77979,F
26149,T,17,628000,12293,25634,F
26150,T,18,203000,12295,14830,T
26151,F,17,893000,12298,50067,F
26152,T,18,931000,12300,96566,F
26153,T,11,512000,12303,99738,F
26154,F,14,916000,12306,33944,F
26155,T,17,593000,12307,78657,F
26156,F,13,136000,12308,53626,F
26157,F,15,533000,12309,16890,F
26158,F,14,335000,12312,57100,T
26159,F,15,724000,12318,55448,T
26160,T,16,805000,12319,86960,F
26161,F,13,215000,12320,48410,F
26162,F,18,917000,12321,86152,F
26163,F,14,355000,12322,5409,F
26164,F,15,958000,12325,99568,F
26165,F,13,47000,12328,38625,T
26166,T,16,744000,12331,82835,T
26167,T,13,747000,12332,50879,T
26168,F,12,532000,12336,94391,T
26169,F,11,698000,12337,88482,T
26170,F,12,696000,12338,60097,T
26171,T,15,793000,12339,24314,F
26172,T,10,188000,12342,4046,T
26173,F,13,902000,12344,94234,T
26174,F,15,940000,12348,17228,T
26175,F,15,917000,12350,89044,T
26176,F,12,561000,12351,20776,F
26177,T,17,848000,12352,27237,T
26178,T,17,420000,12353,63420,F
26179,F,15,241000,12357,18602,T
26180,F,14,823000,12358,82034,F
26181,F,11,364000,12359,88237,T
26182,F,15,826000,12362,82908,F
26183,F,15,121000,12364,100066,F
26184,T,16,563000,12365,40672,T
26185,T,18,311000,12367,76003,T
26186,T,12,280000,12369,82416,F
26187,F,12,506000,12374,94432,F
26188,T,16,301000,12375,79974,F
26189,F,14,318000,12376,89041,T
26190,F,11,713000,12377,91307,F
26191,T,11,761000,12379,42287,T
26192,T,18,481000,12381,43720,F
26193,F,16,846000,12382,99392,F
26194,F,15,924000,12383,77273,F
26195,T,18,67000,12387,50207,F
26196,F,12,179000,12389,83837,F
26197,F,16,110000,12390,81670,F
26198,T,14,370000,12391,81924,F
26199,F,18,24000,12394,66467,F
26200,T,15,888000,12397,73248,T
26201,T,16,845000,12398,33158,T
26202,F,10,793000,12399,87421,F
26203,T,13,316000,12400,22976,T
26204,T,13,839000,12401,38260,T
26205,F,15,976000,12402,98626,F
26206,T,15,646000,12403,79885,T
26207,F,17,471000,12406,18685,F
26208,F,15,427000,12409,99229,T
26209,T,10,380000,12410,53866,T
26210,T,10,83000,12411,46917,T
26211,T,13,223000,12412,32524,T
26212,F,17,291000,12415,53730,T
26213,T,11,864000,12419,96998,F
26214,F,10,694000,12422,4435,F
26215,T,18,341000,12423,10570,T
26216,T,16,774000,12424,97034,T
26217,F,11,267000,12425,91144,F
26218,T,13,583000,12429,95754,T
26219,F,15,851000,12433,71669,F
26220,F,10,784000,12435,99179,F
26221,F,15,371000,12438,30749,F
26222,F,18,749000,12439,59568,T
26223,T,12,254000,12442,76475,F
26224,T,13,648000,12444,76572,T
26225,F,13,395000,12445,76853,T
26226,T,12,522000,12447,14324,T
26227,T,14,213000,12448,737,F
